Mstar (Msun),Age log(years),Age (Myr),Teff (K),log(L/Lsun),logg (g/cm^3),Rstar (Rsun)
0.02,6.03286,1.078598967,2596,-2.266,3.616,0.364
0.02,6.03991,1.096250994,2596,-2.271,3.62,0.362
0.02,6.054004,1.132410793,2595,-2.281,3.629,0.359
0.02,6.061049,1.150930237,2594,-2.285,3.634,0.357
0.02,6.075138,1.188879942,2593,-2.295,3.643,0.353
0.02,6.082178,1.208308971,2593,-2.3,3.648,0.351
0.02,6.08922,1.228061171,2592,-2.305,3.652,0.349
0.02,6.103304,1.268539515,2591,-2.315,3.662,0.346
0.02,6.110344,1.289270365,2591,-2.32,3.666,0.344
0.02,6.124423,1.331750903,2589,-2.33,3.675,0.34
0.02,6.131468,1.353530355,2589,-2.335,3.68,0.338
0.02,6.145557,1.398160408,2588,-2.345,3.689,0.335
0.02,6.152603,1.421029193,2587,-2.35,3.694,0.333
0.02,6.159654,1.444288656,2586,-2.355,3.698,0.331
0.02,6.173763,1.491979995,2585,-2.365,3.707,0.328
0.02,6.180822,1.516428716,2584,-2.37,3.712,0.326
0.02,6.194947,1.56655988,2583,-2.38,3.721,0.323
0.02,6.202014,1.592260055,2582,-2.385,3.726,0.321
0.02,6.209083,1.618389306,2581,-2.39,3.73,0.319
0.02,6.223228,1.671968149,2580,-2.4,3.739,0.316
0.02,6.230306,1.699440641,2579,-2.406,3.744,0.314
0.02,6.244465,1.755759391,2578,-2.416,3.753,0.311
0.02,6.251546,1.784621004,2577,-2.421,3.757,0.309
0.02,6.265709,1.843779577,2575,-2.431,3.767,0.306
0.02,6.272814,1.874191656,2574,-2.436,3.771,0.305
0.02,6.27992,1.905109751,2573,-2.441,3.776,0.303
0.02,6.294221,1.968887945,2571,-2.452,3.785,0.3
0.02,6.301401,2.001709268,2571,-2.457,3.789,0.298
0.02,6.315872,2.069531304,2569,-2.467,3.798,0.295
0.02,6.32318,2.104650564,2568,-2.472,3.803,0.294
0.02,6.330503,2.140439712,2567,-2.477,3.807,0.292
0.02,6.345389,2.215077879,2565,-2.488,3.816,0.289
0.02,6.35279,2.253149454,2564,-2.493,3.821,0.288
0.02,6.360404,2.292999711,2562,-2.498,3.825,0.286
0.02,6.375909,2.376342307,2560,-2.508,3.834,0.283
0.02,6.383828,2.420070401,2559,-2.514,3.838,0.282
0.02,6.391905,2.465499961,2558,-2.519,3.843,0.28
0.02,6.400065,2.512262409,2557,-2.524,3.847,0.279
0.02,6.417085,2.612672656,2554,-2.534,3.856,0.276
0.02,6.425785,2.665538747,2553,-2.54,3.86,0.275
0.02,6.434879,2.721942834,2552,-2.545,3.865,0.274
0.02,6.444156,2.780711929,2551,-2.55,3.869,0.272
0.02,6.453638,2.842091135,2549,-2.555,3.873,0.271
0.02,6.463712,2.908787532,2548,-2.56,3.877,0.27
0.02,6.474091,2.979140599,2547,-2.565,3.882,0.268
0.02,6.484814,3.053613029,2545,-2.57,3.886,0.267
0.02,6.496443,3.136483448,2544,-2.576,3.89,0.266
0.02,6.508375,3.223851287,2543,-2.581,3.894,0.264
0.02,6.520176,3.312653412,2542,-2.585,3.898,0.263
0.02,6.531831,3.402757501,2541,-2.589,3.901,0.262
0.02,6.543334,3.494089298,2540,-2.593,3.905,0.261
0.02,6.554682,3.586592203,2539,-2.596,3.907,0.26
0.02,6.565861,3.680111694,2538,-2.6,3.91,0.26
0.02,6.57687,3.774591869,2537,-2.603,3.912,0.259
0.02,6.587706,3.869955757,2536,-2.605,3.914,0.258
0.02,6.600364,3.984409804,2536,-2.608,3.917,0.258
0.02,6.615082,4.121753354,2535,-2.611,3.919,0.257
0.02,6.632109,4.286560918,2534,-2.614,3.922,0.256
0.02,6.651698,4.484334495,2533,-2.617,3.924,0.255
0.02,6.674094,4.721652271,2532,-2.62,3.927,0.255
0.02,6.699529,5.006439819,2531,-2.623,3.929,0.254
0.02,6.728206,5.348179808,2531,-2.626,3.931,0.253
0.02,6.759263,5.744642409,2530,-2.629,3.934,0.253
0.02,6.787361,6.128596093,2529,-2.632,3.936,0.252
0.02,6.812962,6.500728076,2528,-2.635,3.938,0.251
0.02,6.836426,6.861609526,2527,-2.637,3.941,0.251
0.02,6.858036,7.211672565,2527,-2.64,3.942,0.25
0.02,6.878156,7.55363508,2526,-2.642,3.944,0.25
0.02,6.896904,7.886857608,2525,-2.645,3.946,0.249
0.02,6.914398,8.211036828,2525,-2.647,3.948,0.248
0.02,6.930753,8.526150611,2524,-2.65,3.95,0.248
0.02,6.946072,8.83226315,2523,-2.653,3.953,0.247
0.02,6.960447,9.129500148,2522,-2.655,3.954,0.247
0.02,6.974022,9.419373109,2522,-2.657,3.956,0.246
0.02,6.986843,9.701591856,2521,-2.66,3.959,0.245
0.02,6.998958,9.976035823,2520,-2.663,3.961,0.245
0.02,7.010414,10.24268932,2519,-2.665,3.963,0.244
0.02,7.02126,10.50170949,2518,-2.668,3.965,0.244
0.02,7.031538,10.75320685,2518,-2.671,3.967,0.243
0.02,7.041318,10.9981085,2517,-2.673,3.969,0.243
0.02,7.050623,11.23629157,2516,-2.676,3.971,0.242
0.02,7.059484,11.46790271,2515,-2.679,3.973,0.241
0.02,7.067922,11.69289366,2514,-2.682,3.976,0.241
0.02,7.075963,11.91140524,2514,-2.684,3.978,0.24
0.02,7.083646,12.12400202,2513,-2.687,3.98,0.24
0.02,7.090991,12.3307928,2512,-2.69,3.982,0.239
0.02,7.098013,12.53178687,2511,-2.692,3.984,0.238
0.02,7.104729,12.72708662,2510,-2.695,3.986,0.238
0.02,7.111152,12.9167127,2509,-2.698,3.988,0.237
0.02,7.117314,13.10128819,2508,-2.701,3.99,0.237
0.02,7.123221,13.28070103,2507,-2.703,3.993,0.236
0.02,7.128887,13.45510217,2506,-2.706,3.995,0.235
0.02,7.134327,13.62470162,2505,-2.709,3.997,0.235
0.02,7.139545,13.78938826,2505,-2.712,3.999,0.234
0.02,7.144556,13.94941516,2504,-2.715,4.001,0.234
0.02,7.149373,14.10499706,2502,-2.717,4.003,0.233
0.02,7.15401,14.2564042,2501,-2.72,4.005,0.233
0.02,7.158471,14.40359827,2500,-2.723,4.008,0.232
0.02,7.162687,14.54410496,2499,-2.726,4.01,0.231
0.02,7.166824,14.68331109,2498,-2.729,4.012,0.231
0.02,7.170813,14.81879875,2497,-2.732,4.014,0.23
0.02,7.174659,14.95061301,2496,-2.735,4.016,0.23
0.02,7.17837,15.07891177,2495,-2.738,4.018,0.229
0.02,7.181949,15.2036898,2494,-2.741,4.02,0.229
0.02,7.185403,15.32508881,2492,-2.743,4.022,0.228
0.02,7.188743,15.44340284,2491,-2.746,4.024,0.228
0.02,7.191968,15.55850988,2490,-2.749,4.026,0.227
0.02,7.195086,15.67061353,2489,-2.752,4.028,0.227
0.02,7.198101,15.77978203,2488,-2.755,4.03,0.226
0.02,7.20102,15.88619906,2487,-2.758,4.032,0.225
0.02,7.203843,15.98979884,2485,-2.76,4.034,0.225
0.02,7.206578,16.09081346,2484,-2.763,4.036,0.224
0.02,7.209225,16.18918552,2483,-2.766,4.038,0.224
0.02,7.211793,16.28519638,2482,-2.769,4.04,0.223
0.02,7.214279,16.37868385,2481,-2.772,4.042,0.223
0.02,7.216694,16.4700152,2480,-2.774,4.044,0.222
0.02,7.219034,16.55899595,2479,-2.777,4.046,0.222
0.02,7.221305,16.64581256,2477,-2.78,4.048,0.221
0.02,7.223512,16.73061864,2476,-2.782,4.05,0.221
0.02,7.225653,16.81330146,2475,-2.785,4.052,0.22
0.02,7.229759,16.97301519,2473,-2.79,4.056,0.22
0.02,7.239079,17.34119413,2467,-2.803,4.065,0.217
0.02,7.250252,17.79311559,2460,-2.821,4.077,0.214
0.02,7.259706,18.18469411,2452,-2.837,4.088,0.212
0.02,7.269954,18.61889917,2443,-2.856,4.1,0.208
0.02,7.279466,19.03119241,2434,-2.875,4.113,0.205
0.02,7.289,19.45360082,2425,-2.896,4.127,0.202
0.02,7.29949,19.92920617,2413,-2.919,4.142,0.199
0.02,7.309068,20.37361054,2402,-2.941,4.156,0.196
0.02,7.320281,20.90648398,2390,-2.965,4.171,0.192
0.02,7.329729,21.36628416,2380,-2.985,4.184,0.189
0.02,7.339555,21.85521081,2369,-3.006,4.197,0.187
0.02,7.34961,22.36711651,2359,-3.026,4.209,0.184
0.02,7.360067,22.912211,2347,-3.047,4.222,0.181
0.02,7.370846,23.48799793,2336,-3.068,4.235,0.179
0.02,7.381952,24.09639091,2325,-3.089,4.247,0.176
0.02,7.389547,24.52149815,2317,-3.103,4.255,0.174
0.02,7.40124,25.19068632,2306,-3.124,4.268,0.172
0.02,7.409248,25.65948881,2296,-3.14,4.276,0.17
0.02,7.421688,26.40511115,2275,-3.168,4.288,0.168
0.02,7.43032,26.93518731,2261,-3.187,4.296,0.166
0.02,7.439247,27.49457431,2246,-3.207,4.304,0.165
0.02,7.453227,28.39402759,2222,-3.237,4.317,0.163
0.02,7.462961,29.03761883,2205,-3.258,4.325,0.161
0.02,7.473049,29.72001334,2191,-3.278,4.333,0.16
0.02,7.483412,30.43771176,2177,-3.297,4.341,0.158
0.02,7.494035,31.19140947,2163,-3.316,4.349,0.157
0.02,7.499445,31.58239057,2156,-3.326,4.353,0.156
0.02,7.510467,32.39418067,2142,-3.346,4.361,0.154
0.02,7.521768,33.24818941,2126,-3.366,4.369,0.153
0.02,7.533354,34.14711365,2111,-3.387,4.377,0.152
0.02,7.539258,34.614495,2103,-3.398,4.381,0.151
0.02,7.551101,35.57140342,2085,-3.42,4.389,0.15
0.02,7.563495,36.60117267,2065,-3.445,4.397,0.148
0.02,7.569816,37.1377852,2055,-3.457,4.4,0.148
0.02,7.582642,38.25093012,2035,-3.481,4.408,0.146
0.02,7.589148,38.82826634,2025,-3.494,4.412,0.146
0.02,7.602347,40.02644321,2005,-3.519,4.419,0.144
0.02,7.60904,40.64807657,1994,-3.532,4.423,0.144
0.02,7.622638,41.94092456,1970,-3.56,4.43,0.143
0.02,7.629555,42.61426478,1959,-3.573,4.434,0.142
0.02,7.643636,44.01857711,1936,-3.601,4.441,0.141
0.02,7.6508,44.7507172,1924,-3.615,4.444,0.14
0.02,7.665367,46.2771921,1901,-3.643,4.451,0.139
0.02,7.672772,47.07301332,1889,-3.657,4.454,0.139
0.02,7.680276,47.89343649,1876,-3.672,4.458,0.138
0.02,7.695583,49.61157333,1851,-3.702,4.464,0.137
0.02,7.703399,50.51251588,1838,-3.718,4.467,0.137
0.02,7.711323,51.4426106,1825,-3.734,4.471,0.136
0.02,7.719359,52.40334383,1812,-3.749,4.474,0.136
0.02,7.73581,54.42644898,1777,-3.789,4.48,0.135
0.02,7.744388,55.51214387,1756,-3.813,4.483,0.134
0.02,7.753228,56.65366367,1735,-3.836,4.486,0.134
0.02,7.762335,57.85421431,1715,-3.86,4.489,0.133
0.02,7.771709,59.11653897,1683,-3.896,4.492,0.133
0.02,7.781667,60.4876901,1619,-3.966,4.495,0.132
0.02,7.793163,62.11021034,1593,-3.997,4.498,0.132
0.02,7.804988,63.82458506,1582,-4.011,4.501,0.131
0.02,7.816767,65.57933373,1572,-4.025,4.504,0.131
0.02,7.828575,67.38682583,1562,-4.04,4.507,0.131
0.02,7.840378,69.24333869,1552,-4.054,4.51,0.13
0.02,7.852174,71.14985183,1542,-4.068,4.513,0.13
0.02,7.86396,73.10717462,1531,-4.083,4.515,0.129
0.02,7.875733,75.11609456,1521,-4.098,4.518,0.129
0.02,7.887493,77.17790759,1510,-4.113,4.521,0.128
0.02,7.899239,79.29375781,1500,-4.128,4.524,0.128
0.02,7.910976,81.4659263,1489,-4.142,4.526,0.128
0.02,7.922719,83.69875538,1479,-4.157,4.529,0.127
0.02,7.934443,85.98902012,1468,-4.172,4.532,0.127
0.02,7.946153,88.33910603,1458,-4.187,4.534,0.126
0.02,7.95785,90.75070342,1447,-4.203,4.537,0.126
0.02,7.969529,93.22427187,1436,-4.218,4.54,0.126
0.02,7.981202,95.76393871,1426,-4.234,4.542,0.125
0.02,7.992876,98.37301905,1415,-4.249,4.545,0.125
0.02,8.004554,101.0541143,1404,-4.265,4.547,0.125
0.02,8.016231,103.8080421,1391,-4.284,4.549,0.124
0.02,8.028087,106.6809808,1376,-4.305,4.552,0.124
0.02,8.040131,109.6808986,1361,-4.326,4.554,0.124
0.02,8.052317,112.802052,1347,-4.347,4.557,0.123
0.02,8.064649,116.0510302,1333,-4.368,4.559,0.123
0.02,8.077128,119.4340062,1318,-4.389,4.561,0.123
0.02,8.089757,122.9580593,1304,-4.41,4.563,0.122
0.03,5.695099,0.495563144,2666,-1.783,3.355,0.603
0.03,5.701943,0.50343453,2668,-1.787,3.359,0.599
0.03,5.715602,0.519519675,2670,-1.794,3.369,0.593
0.03,5.72242,0.527739985,2671,-1.798,3.374,0.59
0.03,5.729229,0.536079253,2672,-1.802,3.378,0.586
0.03,5.742815,0.553114444,2675,-1.81,3.388,0.58
0.03,5.749594,0.561815866,2676,-1.814,3.393,0.577
0.03,5.763116,0.579583482,2679,-1.822,3.402,0.571
0.03,5.769862,0.588656576,2680,-1.826,3.407,0.567
0.03,5.783317,0.60717936,2683,-1.833,3.416,0.561
0.03,5.790027,0.616633337,2684,-1.837,3.421,0.558
0.03,5.803407,0.635926613,2687,-1.845,3.43,0.552
0.03,5.810079,0.645771687,2688,-1.849,3.435,0.549
0.03,5.823384,0.665861646,2691,-1.856,3.445,0.543
0.03,5.830015,0.676106327,2693,-1.86,3.449,0.54
0.03,5.843235,0.697003566,2696,-1.867,3.459,0.535
0.03,5.849825,0.707660573,2697,-1.871,3.463,0.532
0.03,5.86296,0.729390328,2701,-1.878,3.473,0.526
0.03,5.869505,0.740465792,2702,-1.882,3.477,0.523
0.03,5.882557,0.763057034,2705,-1.89,3.487,0.517
0.03,5.889063,0.774574152,2707,-1.893,3.492,0.515
0.03,5.902038,0.798064513,2709,-1.901,3.501,0.509
0.03,5.914981,0.822206678,2710,-1.91,3.51,0.504
0.03,5.921454,0.834553149,2710,-1.915,3.515,0.501
0.03,5.934407,0.859818925,2710,-1.924,3.524,0.496
0.03,5.940888,0.872746267,2710,-1.929,3.529,0.493
0.03,5.953863,0.899213876,2710,-1.938,3.538,0.488
0.03,5.960358,0.912762943,2710,-1.943,3.543,0.485
0.03,5.973384,0.940554574,2710,-1.952,3.552,0.48
0.03,5.979909,0.954792502,2710,-1.957,3.557,0.477
0.03,5.992981,0.983968057,2710,-1.966,3.566,0.472
0.03,5.999536,0.998932171,2710,-1.971,3.571,0.47
0.03,6.012694,1.029660375,2709,-1.98,3.58,0.465
0.03,6.019291,1.045420471,2709,-1.985,3.585,0.462
0.03,6.03255,1.077829336,2709,-1.994,3.594,0.457
0.03,6.039204,1.094470348,2709,-1.999,3.599,0.455
0.03,6.052605,1.128768809,2709,-2.008,3.608,0.45
0.03,6.059359,1.146460246,2709,-2.013,3.612,0.448
0.03,6.072963,1.18294077,2709,-2.022,3.622,0.443
0.03,6.079818,1.201760707,2709,-2.027,3.626,0.441
0.03,6.093684,1.240749189,2709,-2.036,3.635,0.436
0.03,6.100701,1.260959099,2709,-2.041,3.64,0.434
0.03,6.114908,1.302890748,2709,-2.05,3.649,0.429
0.03,6.122111,1.324680063,2708,-2.054,3.654,0.427
0.03,6.129406,1.347119119,2708,-2.059,3.658,0.425
0.03,6.144263,1.394000726,2708,-2.068,3.667,0.42
0.03,6.151845,1.418551149,2708,-2.073,3.672,0.418
0.03,6.159564,1.443989383,2708,-2.078,3.677,0.416
0.03,6.175422,1.497690241,2708,-2.087,3.686,0.412
0.03,6.183589,1.526121111,2708,-2.091,3.69,0.41
0.03,6.191976,1.555879648,2708,-2.096,3.695,0.407
0.03,6.200563,1.58694911,2707,-2.1,3.699,0.405
0.03,6.209429,1.619679181,2707,-2.105,3.703,0.403
0.03,6.228051,1.690639455,2707,-2.114,3.712,0.399
0.03,6.237895,1.72939819,2707,-2.118,3.717,0.397
0.03,6.248223,1.771018101,2707,-2.123,3.721,0.395
0.03,6.259039,1.815678705,2707,-2.127,3.725,0.393
0.03,6.270201,1.862949147,2707,-2.131,3.73,0.391
0.03,6.281243,1.910922174,2707,-2.135,3.733,0.39
0.03,6.292154,1.959539399,2707,-2.139,3.737,0.388
0.03,6.30293,2.008769011,2707,-2.142,3.74,0.387
0.03,6.313564,2.058562229,2706,-2.145,3.743,0.385
0.03,6.324054,2.108890352,2706,-2.148,3.746,0.384
0.03,6.334393,2.15969787,2706,-2.151,3.749,0.383
0.03,6.344583,2.210970765,2706,-2.153,3.751,0.382
0.03,6.354617,2.262648021,2706,-2.155,3.753,0.381
0.03,6.364497,2.314712196,2706,-2.157,3.755,0.38
0.03,6.376062,2.377179629,2706,-2.159,3.757,0.379
0.03,6.389549,2.452161107,2706,-2.161,3.759,0.378
0.03,6.405196,2.542119722,2706,-2.164,3.761,0.377
0.03,6.423259,2.650080094,2706,-2.166,3.764,0.376
0.03,6.443987,2.779630062,2706,-2.169,3.766,0.375
0.03,6.467621,2.935087143,2706,-2.171,3.769,0.374
0.03,6.494256,3.120728592,2706,-2.174,3.771,0.373
0.03,6.51839,3.299058373,2706,-2.176,3.774,0.372
0.03,6.540438,3.470867222,2705,-2.178,3.776,0.371
0.03,6.560735,3.636930483,2705,-2.181,3.778,0.37
0.03,6.579501,3.797528134,2705,-2.183,3.78,0.369
0.03,6.596919,3.952928874,2705,-2.185,3.782,0.368
0.03,6.613138,4.103344688,2705,-2.187,3.784,0.367
0.03,6.628297,4.249100469,2705,-2.189,3.786,0.367
0.03,6.642498,4.390338438,2705,-2.191,3.788,0.366
0.03,6.655829,4.527192902,2705,-2.193,3.79,0.365
0.03,6.668364,4.659764839,2705,-2.195,3.792,0.364
0.03,6.680183,4.788318167,2705,-2.197,3.794,0.363
0.03,6.691342,4.912946106,2705,-2.199,3.796,0.362
0.03,6.701891,5.033742552,2705,-2.202,3.798,0.362
0.03,6.711877,5.150827432,2704,-2.204,3.8,0.361
0.03,6.721348,5.264389327,2704,-2.206,3.802,0.36
0.03,6.730338,5.374499168,2704,-2.208,3.804,0.359
0.03,6.738882,5.481280155,2704,-2.21,3.806,0.358
0.03,6.747008,5.584804822,2704,-2.212,3.808,0.357
0.03,6.75475,5.68525567,2704,-2.214,3.81,0.357
0.03,6.76213,5.782691183,2704,-2.216,3.812,0.356
0.03,6.76917,5.877193641,2704,-2.218,3.814,0.355
0.03,6.775894,5.968895836,2704,-2.22,3.816,0.354
0.03,6.782317,6.057828861,2704,-2.222,3.818,0.353
0.03,6.788463,6.144166838,2703,-2.224,3.82,0.353
0.03,6.794344,6.227933978,2703,-2.226,3.822,0.352
0.03,6.799978,6.30925383,2703,-2.228,3.824,0.351
0.03,6.805377,6.388177871,2703,-2.23,3.826,0.35
0.03,6.810556,6.46481349,2703,-2.232,3.828,0.349
0.03,6.815527,6.53923583,2703,-2.234,3.83,0.349
0.03,6.820301,6.611515189,2703,-2.236,3.832,0.348
0.03,6.824888,6.681715809,2703,-2.238,3.834,0.347
0.03,6.829298,6.749910277,2703,-2.24,3.836,0.346
0.03,6.83354,6.81616351,2702,-2.242,3.838,0.346
0.03,6.837624,6.880563385,2702,-2.244,3.84,0.345
0.03,6.841556,6.943141241,2702,-2.246,3.841,0.344
0.03,6.845344,7.003965529,2702,-2.248,3.843,0.343
0.03,6.848996,7.063110489,2702,-2.25,3.845,0.343
0.03,6.852518,7.120623119,2702,-2.252,3.847,0.342
0.03,6.855916,7.17655471,2702,-2.254,3.849,0.341
0.03,6.859196,7.230960681,2702,-2.256,3.851,0.34
0.03,6.862364,7.283900423,2701,-2.258,3.852,0.34
0.03,6.865424,7.335403362,2701,-2.26,3.854,0.339
0.03,6.868383,7.385552676,2701,-2.261,3.856,0.338
0.03,6.871243,7.434349944,2701,-2.263,3.858,0.338
0.03,6.874011,7.481884507,2701,-2.265,3.86,0.337
0.03,6.879282,7.573244882,2701,-2.269,3.863,0.336
0.03,6.891092,7.782013861,2700,-2.278,3.872,0.332
0.03,6.899338,7.931183535,2700,-2.285,3.878,0.33
0.03,6.910075,8.129708991,2699,-2.295,3.888,0.326
0.03,6.919226,8.302827211,2698,-2.304,3.897,0.323
0.03,6.929506,8.501704386,2697,-2.316,3.908,0.319
0.03,6.939069,8.690984993,2696,-2.328,3.919,0.315
0.03,6.949424,8.900696653,2694,-2.343,3.933,0.31
0.03,6.959074,9.100683271,2693,-2.358,3.947,0.305
0.03,6.969391,9.319465394,2691,-2.374,3.962,0.299
0.03,6.979136,9.530945804,2689,-2.391,3.978,0.294
0.03,6.989219,9.75481416,2687,-2.408,3.993,0.289
0.03,7.001617,10.0373022,2682,-2.43,4.012,0.283
0.03,7.010834,10.25259967,2679,-2.446,4.026,0.278
0.03,7.02022,10.47659125,2675,-2.462,4.039,0.274
0.03,7.029915,10.71309608,2671,-2.478,4.053,0.27
0.03,7.039862,10.96129838,2666,-2.494,4.066,0.266
0.03,7.050066,11.22188981,2662,-2.51,4.08,0.262
0.03,7.060535,11.49568884,2658,-2.526,4.093,0.258
0.03,7.071278,11.78360022,2654,-2.543,4.106,0.254
0.03,7.082304,12.08659584,2649,-2.559,4.12,0.25
0.03,7.089813,12.29739152,2646,-2.57,4.129,0.247
0.03,7.101324,12.62769257,2642,-2.586,4.142,0.243
0.03,7.109167,12.85780988,2639,-2.597,4.151,0.241
0.03,7.121176,13.21831204,2634,-2.614,4.165,0.237
0.03,7.129345,13.46929919,2631,-2.625,4.174,0.235
0.03,7.14171,13.85830132,2626,-2.641,4.187,0.231
0.03,7.150194,14.13168668,2623,-2.652,4.196,0.229
0.03,7.163149,14.55958513,2619,-2.669,4.209,0.225
0.03,7.17194,14.85730367,2615,-2.68,4.218,0.223
0.03,7.180845,15.16509028,2612,-2.691,4.227,0.221
0.03,7.189866,15.48338811,2609,-2.702,4.236,0.218
0.03,7.199001,15.8125168,2605,-2.713,4.245,0.216
0.03,7.212909,16.32709802,2600,-2.73,4.258,0.213
0.03,7.222313,16.68449246,2596,-2.742,4.267,0.211
0.03,7.231836,17.05438253,2591,-2.753,4.276,0.209
0.03,7.241484,17.43749114,2586,-2.765,4.285,0.207
0.03,7.251251,17.83409189,2582,-2.778,4.294,0.204
0.03,7.261141,18.24487953,2577,-2.79,4.302,0.202
0.03,7.271158,18.67058819,2571,-2.802,4.311,0.2
0.03,7.281302,19.11181796,2566,-2.814,4.32,0.198
0.03,7.291578,19.56942206,2561,-2.827,4.328,0.196
0.03,7.301987,20.04412027,2555,-2.839,4.337,0.194
0.03,7.312529,20.53662155,2550,-2.852,4.346,0.192
0.03,7.323211,21.04800799,2544,-2.864,4.355,0.191
0.03,7.334027,21.5787856,2538,-2.877,4.363,0.189
0.03,7.339487,21.85178908,2535,-2.883,4.368,0.188
0.03,7.35051,22.41351654,2529,-2.896,4.376,0.186
0.03,7.361667,22.99677838,2523,-2.909,4.385,0.184
0.03,7.37296,23.60260835,2517,-2.922,4.393,0.182
0.03,7.384387,24.23187388,2510,-2.935,4.402,0.18
0.03,7.390151,24.55562543,2507,-2.941,4.406,0.18
0.03,7.40178,25.2220278,2500,-2.955,4.415,0.178
0.03,7.413358,25.90347325,2493,-2.968,4.423,0.176
0.03,7.419291,26.25977496,2489,-2.975,4.428,0.175
0.03,7.431266,26.99392271,2481,-2.989,4.436,0.174
0.03,7.443382,27.75760556,2473,-3.003,4.445,0.172
0.03,7.449485,28.15042785,2469,-3.01,4.449,0.171
0.03,7.461778,28.9586292,2461,-3.024,4.457,0.169
0.03,7.4742,29.79888403,2452,-3.039,4.466,0.168
0.03,7.480455,30.2311731,2448,-3.046,4.47,0.167
0.03,7.493069,31.12210761,2439,-3.06,4.478,0.165
0.03,7.499426,31.5810089,2435,-3.068,4.482,0.165
0.03,7.512244,32.52699927,2426,-3.083,4.49,0.163
0.03,7.525212,33.51289918,2416,-3.098,4.499,0.161
0.03,7.531751,34.02130748,2412,-3.105,4.503,0.161
0.03,7.544952,35.07131096,2402,-3.12,4.511,0.159
0.03,7.551613,35.61336411,2398,-3.127,4.515,0.158
0.03,7.565035,36.73119011,2390,-3.141,4.523,0.157
0.03,7.57179,37.3069719,2386,-3.148,4.527,0.156
0.03,7.585399,38.4945281,2378,-3.162,4.535,0.155
0.03,7.592252,39.10677476,2374,-3.169,4.539,0.154
0.03,7.59914,39.73196095,2370,-3.176,4.543,0.153
0.03,7.61302,41.0222994,2362,-3.19,4.552,0.152
0.03,7.620017,41.68857017,2357,-3.198,4.556,0.151
0.03,7.633967,43.0493898,2349,-3.212,4.564,0.15
0.03,7.641082,43.76047224,2344,-3.22,4.568,0.149
0.03,7.655425,45.22983464,2334,-3.235,4.576,0.148
0.03,7.662663,45.98995663,2330,-3.242,4.58,0.147
0.03,7.669942,46.76726795,2325,-3.25,4.584,0.146
0.03,7.684581,48.37054715,2314,-3.266,4.592,0.145
0.03,7.691939,49.19704298,2309,-3.274,4.596,0.144
0.03,7.699326,50.04100232,2304,-3.282,4.6,0.144
0.03,7.714208,51.78547927,2285,-3.304,4.608,0.142
0.03,7.721777,52.69592108,2274,-3.317,4.612,0.142
0.03,7.729447,53.63484131,2263,-3.329,4.616,0.141
0.03,7.745093,55.60233116,2240,-3.354,4.624,0.14
0.03,7.753073,56.63344755,2229,-3.367,4.628,0.139
0.03,7.761156,57.6973677,2217,-3.38,4.632,0.139
0.03,7.769345,58.79562347,2206,-3.393,4.635,0.138
0.03,7.786017,61.09659401,2187,-3.416,4.643,0.137
0.03,7.794449,62.29439897,2177,-3.427,4.647,0.136
0.03,7.802934,63.52343876,2168,-3.438,4.651,0.135
0.03,7.811435,64.77911344,2159,-3.449,4.655,0.135
0.03,7.819952,66.06204295,2149,-3.461,4.659,0.134
0.03,7.837046,68.71412174,2130,-3.484,4.666,0.133
0.03,7.845618,70.08385784,2121,-3.495,4.67,0.133
0.03,7.854209,71.48402532,2111,-3.507,4.673,0.132
0.03,7.862817,72.91502013,2101,-3.518,4.677,0.131
0.03,7.871448,74.37860008,2091,-3.531,4.68,0.131
0.03,7.880106,75.87627467,2080,-3.543,4.684,0.13
0.03,7.897536,78.98343185,2058,-3.569,4.691,0.129
0.03,7.906309,80.59516709,2047,-3.581,4.694,0.129
0.03,7.915124,82.24774506,2036,-3.594,4.698,0.128
0.03,7.92398,83.94213288,2025,-3.607,4.701,0.128
0.03,7.93288,85.68010696,2014,-3.62,4.704,0.127
0.03,7.941823,87.46272416,2003,-3.633,4.708,0.127
0.03,7.950809,89.29126999,1991,-3.647,4.711,0.126
0.03,7.959856,91.1708492,1978,-3.661,4.714,0.126
0.03,7.96898,93.10649974,1965,-3.676,4.718,0.125
0.03,7.987469,97.15585991,1938,-3.706,4.724,0.125
0.03,7.996837,99.27433807,1925,-3.721,4.727,0.124
0.03,8.006286,101.4579306,1912,-3.736,4.73,0.124
0.03,8.015816,103.7088933,1898,-3.752,4.733,0.123
0.03,8.025445,106.0339646,1881,-3.77,4.736,0.123
0.03,8.03523,108.4501108,1864,-3.789,4.739,0.122
